Category: All categories

Day,litecoin: (Worldwide)
2019-09-01,51
2019-09-02,54
2019-09-03,59
2019-09-04,56
2019-09-05,68
2019-09-06,62
2019-09-07,62
2019-09-08,59
2019-09-09,60
2019-09-10,65
2019-09-11,58
2019-09-12,59
2019-09-13,45
2019-09-14,53
2019-09-15,52
2019-09-16,55
2019-09-17,60
2019-09-18,83
2019-09-19,64
2019-09-20,64
2019-09-21,50
2019-09-22,53
2019-09-23,56
2019-09-24,84
2019-09-25,82
2019-09-26,69
2019-09-27,64
2019-09-28,53
2019-09-29,44
2019-09-30,52
2019-10-01,52
2019-10-02,51
2019-10-03,47
2019-10-04,48
2019-10-05,41
2019-10-06,47
2019-10-07,54
2019-10-08,54
2019-10-09,43
2019-10-10,46
2019-10-11,36
2019-10-12,43
2019-10-13,42
2019-10-14,51
2019-10-15,44
2019-10-16,44
2019-10-17,40
2019-10-18,54
2019-10-19,43
2019-10-20,51
2019-10-21,39
2019-10-22,43
2019-10-23,52
2019-10-24,49
2019-10-25,50
2019-10-26,63
2019-10-27,58
2019-10-28,58
2019-10-29,60
2019-10-30,46
2019-10-31,43
2019-11-01,37
2019-11-02,44
2019-11-03,53
2019-11-04,48
2019-11-05,57
2019-11-06,57
2019-11-07,44
2019-11-08,48
2019-11-09,41
2019-11-10,47
2019-11-11,60
2019-11-12,49
2019-11-13,44
2019-11-14,37
2019-11-15,34
2019-11-16,40
2019-11-17,55
2019-11-18,35
2019-11-19,44
2019-11-20,40
2019-11-21,55
2019-11-22,48
2019-11-23,51
2019-11-24,41
2019-11-25,47
2019-11-26,49
2019-11-27,43
2019-11-28,45
2019-11-29,42
2019-11-30,41
2019-12-01,42
2019-12-02,45
2019-12-03,41
2019-12-04,38
2019-12-05,41
2019-12-06,42
2019-12-07,39
2019-12-08,37
2019-12-09,28
2019-12-10,43
2019-12-11,43
2019-12-12,41
2019-12-13,34
2019-12-14,40
2019-12-15,34
2019-12-16,45
2019-12-17,53
2019-12-18,58
2019-12-19,44
2019-12-20,41
2019-12-21,51
2019-12-22,43
2019-12-23,50
2019-12-24,48
2019-12-25,45
2019-12-26,40
2019-12-27,40
2019-12-28,46
2019-12-29,50
2019-12-30,45
2019-12-31,43
2020-01-01,43
2020-01-02,43
2020-01-03,48
2020-01-04,43
2020-01-05,49
2020-01-06,52
2020-01-07,47
2020-01-08,62
2020-01-09,49
2020-01-10,49
2020-01-11,55
2020-01-12,48
2020-01-13,52
2020-01-14,94
2020-01-15,75
2020-01-16,62
2020-01-17,80
2020-01-18,61
2020-01-19,65
2020-01-20,53
2020-01-21,58
2020-01-22,58
2020-01-23,47
2020-01-24,55
2020-01-25,43
2020-01-26,46
2020-01-27,49
2020-01-28,53
2020-01-29,57
2020-01-30,89
2020-01-31,76
2020-02-01,92
2020-02-02,80
2020-02-03,76
2020-02-04,63
2020-02-05,68
2020-02-06,86
2020-02-07,73
2020-02-08,88
2020-02-09,91
2020-02-10,74
2020-02-11,79
2020-02-12,100
2020-02-13,87
2020-02-14,79
2020-02-15,75
2020-02-16,71
2020-02-17,68
2020-02-18,69
2020-02-19,68
2020-02-20,64
2020-02-21,61
2020-02-22,66
2020-02-23,59
2020-02-24,68
2020-02-25,67
2020-02-26,60
2020-02-27,59
2020-02-28,62
2020-02-29,57
2020-03-01,46
2020-03-02,56
2020-03-03,49
2020-03-04,39
2020-03-05,58
2020-03-06,50
2020-03-07,35
2020-03-08,52
2020-03-09,62
2020-03-10,56
2020-03-11,53
2020-03-12,81
2020-03-13,92
2020-03-14,82
2020-03-15,63
2020-03-16,78
2020-03-17,72
2020-03-18,61
2020-03-19,69
2020-03-20,68
2020-03-21,66
2020-03-22,64
2020-03-23,66
2020-03-24,71
2020-03-25,56
2020-03-26,54
2020-03-27,53
2020-03-28,52
2020-03-29,48
2020-03-30,48
2020-03-31,52
2020-04-01,41
2020-04-02,49
2020-04-03,57
2020-04-04,47
2020-04-05,52
2020-04-06,56
2020-04-07,60
2020-04-08,58
2020-04-09,49
2020-04-10,57
2020-04-11,52
2020-04-12,44
2020-04-13,51
2020-04-14,49
2020-04-15,46
2020-04-16,48
2020-04-17,40
2020-04-18,47
2020-04-19,46
2020-04-20,55
2020-04-21,43
2020-04-22,35
2020-04-23,49
2020-04-24,64
2020-04-25,68
2020-04-26,47
2020-04-27,56
2020-04-28,53
2020-04-29,72
2020-04-30,71
2020-05-01,49
